Rk,Player,SB,From,To,Age,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Team,Player-additional
3522,Marshall,0,1929,1929,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,0,0,,,/2,BBB,marsh03
3523,Pasqual Martínez,0,1924,1924,25-25,12,26,22,3,2,2,0,0,0,0,0,,2,,.091,.200,.091,.291,-19,2,,1,1,,,1,CSW,martipa04
3524,Prudencio Martínez,0,1920,1920,25-25,5,15,14,1,1,1,0,0,0,0,0,,0,,.071,.071,.071,.143,-57,1,,0,1,,,/1,CSW,martipr01
3525,Ramón Martínez,0,1928,1928,25-25,31,112,104,7,17,17,0,0,0,7,0,,4,,.163,.194,.163,.358,-1,17,,0,4,,,5/6,CSW,martira05
3526,Pat Martin,0,1920,1920,26-26,8,12,10,1,4,3,1,0,0,0,0,0,0,3,.400,.400,.500,.900,137,5,,0,2,,,/1,PHA,martipa01
3527,Wedo Martini,0,1935,1935,21-21,3,2,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,PHA,martiwe01
3528,Pablo Martínez,0,1928,1928,30-30,6,14,11,2,0,0,0,0,0,0,0,,2,,.000,.154,.000,.154,-55,0,,0,1,,,/1,CSW,martipa05
3529,Joe Martin,0,1936,1938,24-26,8,17,15,0,4,3,1,0,0,2,0,1,0,4,.267,.313,.333,.646,74,5,1,1,1,,0,/5H,CHWNYG,martijo03
3530,Felix Martin,0,1926,1926,27-27,8,14,14,2,3,3,0,0,0,1,0,,0,,.214,.214,.214,.429,11,3,,0,0,,,/17,DM,martife03
3531,Joe Martina,0,1924,1924,34-34,25,47,43,2,14,12,2,0,0,6,0,0,2,7,.326,.370,.372,.742,93,16,,1,1,,,1/6,WSH,martijo02
3532,Martin,0,1939,1939,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,,0,,,/9,KCM,marti09
3533,Morrow Massey,0,1930,1930,24-24,17,63,58,6,18,13,2,1,2,6,0,,5,,.310,.365,.483,.848,127,28,,0,0,,,7/98,LVB,massemo01
3534,Salvador Massip,0,1925,1925,27-27,10,28,24,4,5,4,1,0,0,4,0,,2,,.208,.269,.250,.519,35,6,,,2,,,/319,CSE,massisa01
3535,Paul Masterson,0,1940,1941,24-25,4,6,5,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,,0,/1,PHI,mastepa01
3536,Walt Masters,0,1931,1939,24-32,8,5,4,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,,0,/1,PHAPHIWSH,mastewa01
3537,Walt Masterson,0,1939,1941,19-21,89,79,70,7,11,9,2,0,0,3,0,0,4,34,.157,.203,.186,.388,5,13,2,0,5,,0,1,WSH,mastewa02
3538,Jack Matchett,0,1940,1940,32-32,14,30,28,4,8,7,0,1,0,2,0,,2,,.286,.333,.357,.690,111,10,,,0,,,1,KCM,matchja01
3539,Dick Matthews,0,1932,1932,,16,45,39,2,8,7,1,0,0,1,0,,1,,.205,.225,.231,.456,43,9,,0,5,,,1,MRM,matthdi01
3540,Jack Matthews,0,1923,1923,,3,8,6,1,0,0,0,0,0,0,0,,2,,.000,.250,.000,.250,-30,0,,0,0,,,/5,TT,matthja01
3541,Joe Matthews,0,1922,1922,23-23,3,2,2,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,,/1,BSN,matthjo01
3542,Earl Mattingly,0,1931,1931,26-26,8,3,3,0,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,,0,0,,0,/1,BRO,mattiea01
3543,Cloy Mattox,0,1929,1929,26-26,3,7,6,0,1,1,0,0,0,0,0,0,1,1,.167,.286,.167,.452,17,1,,0,0,,0,/2,PHA,mattocl01
3544,Jim Mattox,0,1922,1923,25-26,51,88,83,15,21,17,2,2,0,4,0,0,1,8,.253,.279,.325,.604,56,27,,2,2,,,2H,PIT,mattoji01
3545,Harry Matuzak,0,1934,1936,24-26,17,12,9,0,1,1,0,0,0,0,0,0,1,2,.111,.200,.111,.311,-18,1,,0,2,,0,1,PHA,matuzha01
3546,Mark Mauldin,0,1934,1934,19-19,10,39,38,3,10,7,2,0,1,3,0,0,0,3,.263,.263,.395,.658,66,15,,0,1,,0,5,CHW,mauldma01
3547,Ernie Maun,0,1924,1926,23-25,36,16,15,1,5,5,0,0,0,1,0,0,0,1,.333,.333,.333,.667,76,5,,0,0,,,1,NYGPHI,mauner01
3548,Jakie May,0,1920,1932,24-36,338,425,382,31,71,55,10,5,1,21,0,0,19,89,.186,.228,.246,.474,25,94,,2,22,,0,1,CHCCINSTL,mayja01
3549,Buckshot May,0,1924,1924,24-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,PIT,maybu01
3550,Buster Maynard,0,1940,1940,27-27,7,31,29,6,8,3,2,2,1,2,0,0,2,6,.276,.323,.586,.909,145,17,0,0,0,,0,/98,NYG,maynabu01
3551,Chick Maynard,0,1922,1922,25-25,12,29,24,1,3,3,0,0,0,0,0,1,3,2,.125,.222,.125,.347,-7,3,,0,2,,,6,BOS,maynach01
3552,Joe Mays,0,1937,1937,23-23,4,16,14,3,4,2,2,0,0,3,0,0,2,,.286,.375,.429,.804,122,6,,0,0,,,/21,SL2,maysjo02
3553,Carl Mays,0,1920,1929,28-37,308,721,661,74,185,146,21,13,5,78,0,1,28,59,.280,.310,.374,.684,78,247,,1,30,,0,1/H,CINNYGNYY,maysca01
3554,Mays,0,1938,1938,,5,16,16,2,7,4,2,1,0,3,0,0,0,,.438,.438,.688,1.125,220,11,,0,0,,,/4,MRS,mays02
3555,Elliott Mayweather,0,1929,1929,,1,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,MRS,mayweel01
3556,Bill McAfee,0,1930,1934,22-26,83,58,52,4,9,5,2,1,1,3,0,0,1,12,.173,.189,.308,.496,27,16,,0,4,,0,1/H,BSNCHCSLBWSH,mcafebi01
3557,Ulysses McAtee,0,1931,1931,23-23,7,15,12,0,2,2,0,0,0,1,0,,1,,.167,.286,.167,.452,28,2,,1,1,,,/49,LOW,mcateul01
3558,Pryor McBee,0,1926,1926,25-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,CHW,mcbeepr01
3559,George McBride,0,1920,1920,39-39,13,49,41,6,9,8,1,0,0,3,0,0,2,3,.220,.256,.244,.500,35,10,,0,6,,,6,WSH,mcbrige01
3560,Charles McBridge,0,1941,1941,,3,7,5,1,1,1,0,0,0,0,0,,2,,.200,.429,.200,.629,88,1,,,0,,,/7,NE,mcbrich01
3561,McCabb,0,1923,1923,,1,1,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,SLS,mccab02
3562,Dick McCabe,0,1922,1922,26-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,CHW,mccabdi01
3563,Bill McCarren,0,1923,1923,27-27,69,248,216,28,53,39,10,1,3,27,0,1,22,39,.245,.326,.343,.669,78,74,,4,6,,,5/H9,BRO,mccarbi03
3564,Rosey McCauley,0,1930,1930,,13,19,17,0,1,1,0,0,0,1,0,,2,,.059,.158,.059,.217,-39,1,,0,0,,,1/9,NEG,mccauro01
3565,Bill McClain,0,1933,1933,20-20,1,1,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,0,1,,,/1,CBB,mcclabi01
3566,Pete McClanahan,0,1931,1931,24-24,7,6,4,2,2,2,0,0,0,0,0,0,2,0,.500,.667,.500,1.167,221,2,,0,0,,0,/H,PIT,mcclape01
3567,Jim McCloskey,0,1936,1936,26-26,4,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,,0,/1,BSN,mccloji01
3568,Alex McColl,0,1933,1934,39-40,46,39,37,4,5,3,2,0,0,2,0,0,2,8,.135,.179,.189,.369,-3,7,,0,0,,0,1,WSH,mccolal01
3569,Les McCrabb,0,1939,1941,24-26,35,76,73,2,9,7,2,0,0,5,0,1,0,19,.123,.123,.151,.274,-27,11,0,0,3,,0,1,PHA,mccrale01
3570,Frank McCrea,0,1925,1925,28-28,1,5,5,1,1,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,1,1,,0,0,,,/2,CLE,mccrefr01
3571,McCreary,0,1937,1937,,1,5,4,1,2,2,0,0,0,1,0,0,1,,.500,.600,.500,1.100,207,2,,0,0,,,/9,SL2,mccre02
3572,Frank McCue,0,1922,1922,23-23,2,5,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/5,PHA,mccuefr01
3573,Paul McCullough,0,1929,1929,30-30,3,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/1,WSH,mcculpa01
3574,Gifford McDonald,0,1920,1920,29-29,9,20,16,0,2,2,0,0,0,0,0,,3,,.125,.263,.125,.388,16,2,,0,1,,,/1,DS,mcdongi01
3575,Webster McDonald,0,1925,1940,25-40,201,475,420,36,86,72,9,1,4,36,0,,26,,.205,.251,.260,.511,35,109,,0,29,,,1,CAGHGPSWAPWMP,mcdonwe01
3576,Hank McDonald,0,1931,1933,20-22,48,44,39,3,4,4,0,0,0,0,0,0,5,14,.103,.205,.103,.307,-18,4,,0,0,,0,1,PHASLB,mcdonha01
3577,Lem McDougal,0,1920,1920,25-25,5,6,6,1,1,0,0,0,1,1,0,,0,,.167,.167,.667,.833,147,4,,0,0,,,/1,COG,mcdoule01
3578,Lou McEvoy,0,1930,1931,28-29,34,20,20,5,2,1,0,1,0,0,0,0,0,3,.100,.100,.200,.300,-24,4,,0,0,,0,1,NYY,mcevolo01
3579,John McFarlin,0,1932,1932,24-24,3,10,10,0,2,2,0,0,0,0,0,,0,,.200,.200,.200,.400,25,2,,0,0,,,/34,BCA,mcfarjo01
3580,Dan McGee,0,1934,1934,22-22,7,26,22,2,3,3,0,0,0,1,0,0,3,6,.136,.240,.136,.376,7,3,0,0,1,,0,/6,BSN,mcgeeda02
3581,Frank McGee,0,1925,1925,26-26,2,3,3,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,,/3,WSH,mcgeefr01
3582,Bill McGee,0,1935,1941,25-31,166,266,242,12,43,37,6,0,0,18,0,0,5,45,.178,.198,.202,.400,8,49,6,1,18,,0,1,NYGSTL,mcgeebi01
3583,Slim McGrew,0,1922,1924,22-24,10,10,10,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,,0,0,,,1,WSH,mcgresl01
3584,Henry McHenry,0,1930,1941,20-31,164,389,353,40,89,65,11,1,12,50,0,,26,,.252,.305,.391,.696,88,138,,1,9,,,19/37,KCMNBYNWBPS,mchenhe01
3585,Vance McIlree,0,1921,1921,23-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,WSH,mcilrva01
3586,Jimmy McIntosh,0,1937,1937,,3,5,4,1,0,0,0,0,0,0,0,,1,,.000,.200,.000,.200,-41,0,,0,0,,,/5,DTS,mcintji01
3587,B. McIntyre,0,1924,1924,,7,29,25,2,6,4,2,0,0,2,0,,2,,.240,.296,.320,.616,69,8,,0,2,,,/5,MRS,mcintb01
3588,Archie McKain,0,1937,1941,26-30,157,163,141,19,25,14,8,1,2,9,0,0,15,48,.177,.266,.291,.557,38,41,1,2,4,,0,1/H,BOSDETSLB,mckaiar01
3589,Hal McKain,0,1927,1932,20-25,109,146,122,19,28,19,4,5,0,10,0,0,18,28,.230,.333,.344,.678,78,42,,1,4,,0,1/H,CHWCLE,mckaiha01
3590,Tim McKeithan,0,1932,1934,25-27,10,9,7,1,1,1,0,0,0,0,0,0,2,3,.143,.333,.143,.476,28,1,,0,0,,0,1,PHA,mckeiti01
3591,McKinley,0,1922,1922,,1,1,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/6,PK,mckin02
3592,Gready McKinnis,0,1941,1941,27-27,5,8,6,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,,2,,,/1,BBB,mckingr01
3593,Art McLarney,0,1932,1932,23-23,9,26,23,2,3,2,1,0,0,3,0,0,1,3,.130,.167,.174,.341,-8,4,,0,2,,0,/6H,NYG,mclarar01
3594,Jud McLaughlin,0,1931,1933,19-21,16,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,1,BOS,mclauju01
3595,Pat McLaughlin,0,1937,1940,26-29,12,11,10,0,1,1,0,0,0,0,0,0,1,2,.100,.182,.100,.282,-28,1,0,0,0,,0,1/H,DETPHA,mclaupa01
3596,Jim McLaughlin,0,1932,1932,30-30,1,1,1,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/5,SLB,mclauji02
3597,Al McLean,0,1935,1935,22-22,4,2,2,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/1,WSH,mcleaal01
3598,McLemore,0,1938,1938,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,0,0,,,/1,KCM,mclem03
3599,Ralph McLeod,0,1938,1938,21-21,6,7,7,1,2,1,1,0,0,0,0,0,0,2,.286,.286,.429,.714,103,3,1,0,0,,0,/H7,BSN,mcleora01
3600,George McNamara,0,1922,1922,21-21,3,12,11,3,3,3,0,0,0,1,0,0,1,2,.273,.333,.273,.606,62,3,,0,0,,,/9,WSH,mcnamge01
3601,Tom McNamara,0,1922,1922,26-26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/H,PIT,mcnamto01
3602,Tim McNamara,0,1922,1926,23-27,98,123,99,13,15,13,2,0,0,3,0,0,15,34,.152,.270,.172,.441,22,17,,1,7,,,1,BSNNYG,mcnamti01
3603,Bob McNamara,0,1939,1939,22-22,9,10,9,0,2,1,1,0,0,3,0,0,1,1,.222,.300,.333,.633,64,3,0,0,0,,0,/56H34,PHA,mcnambo01
3604,Dinny McNamara,0,1927,1928,21-22,20,16,13,5,1,1,0,0,0,0,0,1,0,4,.077,.077,.077,.154,-58,1,,0,3,,0,H/89,BSN,mcnamdi01
3605,Gordon McNaughton,0,1932,1932,21-21,6,8,8,1,2,1,1,0,0,0,0,0,0,3,.250,.250,.375,.625,64,3,,0,0,,0,/1,BOS,mcnaugo01
3606,Albert McNeal,0,1920,1920,20-20,5,8,6,0,0,0,0,0,0,0,0,,2,,.000,.250,.000,.250,-25,0,,0,0,,,/289,DM,mcneaal01
3607,Jerry McQuaig,0,1934,1934,22-22,7,18,16,2,1,1,0,0,0,1,0,0,2,4,.063,.167,.063,.229,-38,1,,0,0,,0,/79H,PHA,mcquaje01
3608,Herb McQuaid,0,1923,1926,24-27,29,15,14,0,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,,0,1,,,1,CINNYY,mcquahe01
3609,Glenn McQuillen,0,1938,1941,23-26,50,144,137,18,40,33,6,1,0,16,0,2,5,14,.292,.317,.350,.667,69,48,1,0,2,,0,7H/9,SLB,mcquigl01
3610,Bill McWilliams,0,1931,1931,20-20,2,2,2,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/H,BOS,mcwilbi01
3611,Johnny Meador,0,1920,1920,27-27,12,7,6,0,1,1,0,0,0,0,0,0,1,2,.167,.286,.167,.452,30,1,,0,0,,,1,PIT,meadojo01
3612,Lee Meadows,0,1920,1929,25-34,291,767,715,60,153,126,15,7,5,60,0,0,23,141,.214,.243,.276,.518,35,197,,4,25,,0,1/H,PHIPIT,meadole01
3613,Rufus Meadows,0,1926,1926,18-18,1,1,1,0,0,0,0,0,0,0,0,,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/1,CIN,meadoru01
3614,Roy Meeker,0,1923,1926,22-25,42,70,63,5,12,10,1,1,0,4,0,0,2,21,.190,.215,.238,.453,17,15,,0,5,,,1,CINPHA,meekero01
3615,Russ Meers,0,1941,1941,22-22,1,2,2,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,,0,/1,CHC,meersru01
3616,Heinie Meine,0,1922,1934,26-38,165,379,341,21,49,39,9,1,0,17,0,0,13,60,.144,.175,.176,.351,-6,60,5,0,25,,0,1,PITSLB,meinehe01
3617,Dutch Mele,0,1937,1937,22-22,6,15,14,1,2,1,1,0,0,1,0,0,1,1,.143,.200,.214,.414,15,3,0,0,0,,0,/97H,CIN,meledu01
3618,Joe Mellana,0,1927,1927,22-22,4,7,7,1,2,2,0,0,0,2,0,0,0,1,.286,.286,.286,.571,46,2,,0,0,,,/5H,PHA,mellajo01
3619,Ralph Mellix,0,1934,1935,38-39,4,4,4,2,2,2,0,0,0,1,0,,0,,.500,.500,.500,1.000,160,2,,0,0,,,/1,HGND,mellile01
3620,Cliff Melton,0,1937,1941,25-29,202,397,343,20,55,50,4,1,0,24,0,0,8,75,.160,.179,.178,.357,-2,61,7,0,45,,0,1,NYG,meltocl01
3621,Rube Melton,0,1941,1941,24-24,25,21,19,0,2,2,0,0,0,1,0,0,0,11,.105,.105,.105,.211,-39,2,0,0,2,,0,1,PHI,meltoru01
3622,Mike Meola,0,1933,1936,27-30,18,9,9,0,2,1,1,0,0,0,0,0,0,2,.222,.222,.333,.556,33,3,,0,0,,0,1,BOSSLB,meolami01
3623,Henry Merchant,0,1940,1941,22-23,18,34,31,1,7,6,1,0,0,3,0,,2,,.226,.273,.258,.531,64,8,,,1,,,/8179,CAG,merchhe01
3624,Spike Merena,0,1934,1934,24-24,4,10,7,1,1,1,0,0,0,0,0,0,1,1,.143,.250,.143,.393,2,1,,0,2,,0,/1,BOS,merensp01
3625,Art Merewether,0,1922,1922,19-19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/H,PIT,merewar01
3626,Meriwether,0,1932,1932,,3,11,11,1,3,3,0,0,0,1,0,,0,,.273,.273,.273,.545,71,3,,0,0,,,/5,BCA,meriw01
3627,Steve Mesner,0,1938,1941,20-23,43,129,116,17,23,18,5,0,0,16,0,2,9,11,.198,.262,.241,.503,37,28,2,1,3,,0,56/H4,CHCSTL,mesnest01
3628,Andrew Messenger,0,1924,1924,26-26,5,10,8,0,1,0,1,0,0,2,0,0,0,2,.125,.125,.250,.375,-6,2,,0,2,,,/1,CLE,messebu01
3629,Frank Metha,0,1940,1940,26-26,26,40,37,6,9,8,0,1,0,3,0,1,2,8,.243,.282,.297,.579,45,11,0,0,1,,0,H4/5,DET,methasc01
3630,Lenny Metz,0,1923,1925,23-25,30,66,58,6,10,10,0,0,0,4,0,0,5,5,.172,.250,.172,.422,8,10,,1,2,,,6/4H,PHI,metzle01
3631,Benny Meyer,0,1925,1925,40-40,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,622,2,,0,0,,,/4,PHI,meyerbe01
3632,John Michaels,0,1932,1932,24-24,29,22,21,1,3,3,0,0,0,0,0,0,1,2,.143,.182,.143,.325,-13,3,,0,0,,0,1/H,BOS,michajo02
3633,John Michaelson,0,1921,1921,27-27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,CHW,michajo01
3634,James Mickey,0,1940,1940,,3,7,7,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,,0,,,/56,BBB,mickeja01
3635,Jim Middleton,0,1921,1921,32-32,38,40,34,2,5,4,1,0,0,4,0,0,2,0,.147,.194,.176,.371,-4,6,,0,4,,,1,DET,middlji01
3636,John Middleton,0,1922,1922,22-22,2,3,3,0,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,73,1,,0,0,,,/1,CLE,middljo01
3637,Dick Midkiff,0,1938,1938,23-23,13,10,10,1,2,1,1,0,0,1,0,0,0,2,.200,.200,.300,.500,21,3,,0,0,,0,1,BOS,midkidi01
3638,Zell Miles,0,1937,1940,27-30,11,27,24,3,5,4,0,1,0,2,0,,2,,.208,.296,.292,.588,64,7,,1,0,,0,/791,CAG,milesze01
3639,Carl Miles,0,1940,1940,22-22,2,4,4,1,3,2,1,0,0,1,0,0,0,0,.750,.750,1.000,1.750,355,4,0,0,0,,0,/1,PHA,milesca01
3640,Jimmy Miles,0,1934,1935,,19,68,57,7,13,10,3,0,0,9,0,,7,,.228,.313,.281,.593,61,16,,0,4,,,/973,CAGPS,milesji02
3641,Johnny Miljus,0,1920,1929,25-34,123,154,148,14,34,26,6,2,0,12,0,2,2,31,.230,.240,.297,.537,38,44,,0,3,,0,1/H,BROCLEPIT,miljujo01
3642,Bub Miller,0,1938,1938,,4,17,17,0,3,3,0,0,0,2,0,,0,,.176,.176,.176,.353,-5,3,,0,0,,,/5,BCAHG,millebu01
3643,Red Miller,0,1923,1923,26-26,1,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,,/1,PHI,millere01
3644,Ronny Miller,0,1941,1941,22-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,/1,WSH,millero02
3645,Rudy Miller,0,1929,1929,28-28,2,7,4,1,1,1,0,0,0,1,0,0,3,0,.250,.571,.250,.821,115,1,,0,0,,0,/5,PHA,milleru02
3646,Elmer Miller,0,1929,1929,26-26,31,39,38,3,9,7,1,0,1,4,0,0,1,5,.237,.256,.342,.599,43,13,,0,0,,0,H/19,PHI,milleel02
3647,Russ Miller,0,1927,1928,27-28,38,35,30,1,5,5,0,0,0,0,0,0,1,5,.167,.194,.167,.360,-7,5,,0,4,,0,1/H,PHI,milleru01
3648,Louis Miller,0,1923,1923,,27,107,97,8,21,15,5,1,0,12,0,,6,,.216,.262,.289,.551,55,28,,0,4,,,5,BBS,millelo01
3649,Ralph Miller,0,1921,1921,22-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,WSH,millera04
3650,Frank Miller,0,1922,1923,36-37,39,85,75,6,9,9,0,0,0,1,0,0,2,17,.120,.154,.120,.274,-27,9,,1,6,,,1,BSN,millefr02
3651,Claude Miller,0,1937,1937,23-23,4,5,3,1,1,1,0,0,0,0,0,0,2,,.333,.600,.333,.933,164,1,,0,0,,,/1,SL2,millecl01
3652,W. Miller,0,1940,1940,,7,18,18,0,1,1,0,0,0,1,0,,0,,.056,.056,.056,.111,-66,1,,,0,,,/19,CAG,millew05
3653,Bill Miller,0,1937,1937,27-27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,SLB,millebi03
3654,A. Miller,0,1927,1930,,9,25,25,3,7,6,1,0,0,0,0,,0,,.280,.280,.320,.600,62,8,,0,0,,,/79,MRS,millea02
3655,Miller,0,1929,1929,,1,1,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,AC,mille06
3656,John Milligan,0,1928,1934,24-30,35,38,34,2,3,3,0,0,0,2,0,0,0,4,.088,.088,.088,.176,-56,3,,0,4,,0,1,PHIWSH,millijo02
3657,Art Mills,0,1927,1928,24-25,19,8,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,1,BSN,millsar01
3658,Howard Mills,0,1934,1940,24-30,96,155,134,14,20,17,2,0,1,5,0,0,14,51,.149,.230,.187,.416,6,25,1,0,7,,0,1,SLB,millsle01
3659,George Milstead,0,1924,1926,21-23,36,34,32,1,2,2,0,0,0,0,0,0,2,20,.063,.118,.063,.180,-51,2,,0,0,,,1,CHC,milstge01
3660,Purnell Mincy,0,1938,1940,22-24,11,7,7,1,1,1,0,0,0,0,0,,0,,.143,.143,.143,.286,-24,1,,0,0,,,1,NBYNEPCPS,mincypu01
3661,Ray Miner,0,1921,1921,24-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,PHA,minerra01
3662,Antonio Mirabal,0,1939,1940,29-30,27,97,88,9,15,15,0,0,0,6,0,,8,,.170,.240,.170,.410,11,15,,,1,,,/47936,NYC,miraban01
3663,Jim Missouri,0,1937,1940,20-23,56,76,71,4,11,10,1,0,0,3,0,,1,,.155,.167,.169,.336,-11,12,,0,4,,,1,PS,missoji01
3664,Abe Mitchell,0,1933,1933,,9,35,30,3,5,4,0,1,0,2,0,,4,,.167,.286,.233,.519,43,7,,1,0,,,/*31,AG,mitchab01
3665,Alonzo Mitchell,0,1926,1941,21-36,56,92,85,11,23,18,4,1,0,6,0,,4,,.271,.303,.341,.645,78,29,,0,3,,,1/7359,ACCBRJRCNS,mitchal01
3666,Bo Mitchell,0,1937,1938,,22,50,48,2,9,8,1,0,0,0,0,,1,,.188,.204,.208,.412,18,10,,0,1,,,1/4,BBBBCA,mitchbo04
3667,Bud Mitchell,0,1929,1935,,8,12,11,1,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,1,,,/9137,BBSCEGHIL,mitchbu01
3668,Tee Mitchell,0,1939,1939,23-23,5,12,12,1,3,3,0,0,0,2,0,,0,,.250,.250,.250,.500,46,3,,,0,,,/1,IAB,mitchte01
3669,Monroe Mitchell,0,1923,1923,21-21,10,14,12,1,3,3,0,0,0,1,0,0,2,4,.250,.357,.250,.607,65,3,,0,0,,,1,WSH,mitchmo01
3670,Clarence Mitchell,0,1938,1938,,1,5,3,1,0,0,0,0,0,0,0,,2,,.000,.400,.000,.400,21,0,,0,0,,,/3,AB3,mitchcl02
3671,Lloyd Mitchell,0,1930,1930,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,0,0,,,/9,MRS,mitchll01
3672,Bill Mizeur,0,1923,1924,26-27,2,2,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/H,SLB,mizeubi01
3673,John Mohardt,0,1922,1922,24-24,5,2,1,2,1,1,0,0,0,0,0,1,1,0,1.000,1.000,1.000,2.000,429,1,,0,0,,,/H789,DET,moharjo01
3674,George Mohart,0,1920,1921,28-29,15,12,10,0,2,2,0,0,0,1,0,0,2,2,.200,.333,.200,.533,51,2,,0,0,,,1,BRO,moharge01
3675,Guillermo Molina,0,1929,1930,20-21,13,22,19,0,3,2,1,0,0,1,0,,0,,.158,.158,.211,.368,-2,4,,0,3,,,/12,CSW,molingu02
3676,Blas Monaco,0,1937,1937,21-21,5,8,7,0,2,1,0,1,0,2,0,0,0,2,.286,.375,.571,.946,137,4,,1,0,,0,/4H,CLE,monacbl01
3677,Freddie Moncewicz,0,1928,1928,24-24,3,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/6H,BOS,moncefr01
3678,Bill Monroe,0,1927,1927,,11,41,36,4,8,7,1,0,0,2,0,,3,,.222,.317,.250,.567,50,9,,2,0,,,/465,BBS,monrobi01
3679,René Monteagudo,0,1938,1940,22-24,32,41,39,4,9,7,1,1,0,2,0,0,1,4,.231,.250,.308,.558,47,12,0,0,1,,0,1,WSH,montere01
3680,Al Montgomery,0,1941,1941,20-20,42,63,52,4,10,9,1,0,0,4,0,0,9,8,.192,.323,.212,.534,56,11,2,1,1,,3,2H,BSN,montgal01
3681,Blanch Moody,0,1940,1940,28-28,9,13,12,0,1,1,0,0,0,0,0,,0,,.083,.083,.083,.167,-49,1,,,1,,,/1,BBB,moodybl01
