Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB▼,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
703,Socks Seibold,33,BSN,NL,33,78,70,6,20,2,0,0,9,0,0,6,6,.286,.342,.314,.656,67,22,,0,2,,0,1,seiboso01
704,Joe Shaute*,29,CLE,AL,26,65,58,4,17,5,0,0,7,0,0,2,11,.293,.317,.379,.696,76,22,,0,5,,0,1,shautjo01
705,Ted Shaw,23,DS,NNL,21,63,59,4,14,1,0,0,4,0,,2,,.237,.262,.254,.517,35,15,,0,2,,,1,shawte01
706,Bill Sherdel*,32,STL,NL,33,78,70,5,16,1,1,1,8,0,0,2,4,.229,.250,.314,.564,37,22,,0,6,,0,1,sherdbi01
707,Roy Sherid,22,NYY,AL,33,57,50,1,9,1,0,0,5,0,0,4,19,.180,.241,.200,.441,18,10,,0,3,,0,1,sheriro01
708,Jimmy Shields?,23,AC,ANL,25,33,27,8,6,1,0,0,2,0,,3,,.222,.300,.259,.559,37,7,,0,3,,,1/46,shielji01
709,Milt Shoffner*,23,CLE,AL,11,15,15,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,,0,0,,0,1,shoffmi01
710,Bill Shores,25,PHA,AL,39,52,40,5,5,0,0,0,0,0,0,6,16,.125,.239,.125,.364,-5,5,,0,6,,0,1,shorebi01
711,Frank Sigafoos,25,TOT,AL,21,36,26,4,5,1,0,0,3,0,2,7,5,.192,.364,.231,.594,56,6,,0,2,,0,/456H,sigaffr01
712,Tripp Sigman*,30,PHI,NL,10,32,29,8,15,1,0,2,9,0,0,3,1,.517,.563,.759,1.321,217,22,,0,0,,1,/87H,sigmatr01
713,Pat Simmons,20,BOS,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,simmopa01
714,Earl Smith*,32,STL,NL,57,164,145,9,50,8,0,1,22,0,1,18,6,.345,.417,.421,.838,106,61,,0,1,,1,2/H,smithea02
715,George Smith,27,DET,AL,14,15,12,3,5,1,0,0,2,0,0,2,1,.417,.500,.500,1.000,158,6,,0,0,,0,1,smithge03
716,Herb Smith?,22,BBS,ANL,5,10,5,1,1,0,0,0,2,0,,3,,.200,.500,.200,.700,76,1,,0,2,,,/1,smithhe03
717,Jack Smith*,34,BSN,NL,19,24,20,2,5,0,0,0,2,0,0,2,2,.250,.318,.250,.568,46,5,,0,2,,0,H/897,smithja03
718,Harry Smythe*,24,PHI,NL,20,27,26,3,5,1,0,0,2,0,0,1,3,.192,.222,.231,.453,10,6,,0,0,,0,1/H,smythha01
719,Miguel Solís,23,CSE,ANL,33,142,130,17,29,2,3,1,13,0,,7,,.223,.268,.308,.576,40,40,,1,4,,,5/96,solismi01
720,Vic Sorrell,28,DET,AL,36,88,83,9,12,1,0,0,6,0,0,1,28,.145,.155,.157,.311,-20,13,,0,4,,0,1,sorrevi01
721,Billy Southworth*,36,STL,NL,19,34,32,1,6,2,0,0,3,0,0,2,4,.188,.235,.250,.485,19,8,,0,0,,0,H/9,southbi01
722,Roy Spencer,29,WSH,AL,50,130,116,18,18,4,0,1,9,0,0,8,15,.155,.222,.216,.438,13,25,,2,4,,1,2H,spencro01
723,Jerry Standaert,27,BOS,AL,19,21,18,1,3,2,0,0,4,0,0,3,2,.167,.286,.278,.563,47,5,,0,0,,0,H3,standje01
724,Neck Stanley*,24,TOT,ANL,19,34,30,3,2,1,0,0,1,0,,2,,.067,.152,.100,.252,-38,3,,1,1,,,1,stanlne01
725,Otis Starks?,31,AC,ANL,1,3,2,1,0,0,0,0,0,0,,1,,.000,.333,.000,.333,-13,0,,0,0,,,/1,starkot01
726,Frank Stephens?,31,AC,ANL,1,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,0,0,,,/1,stephfr01
727,N. Stevens?,--,DS,NNL,26,100,88,10,28,4,1,1,16,0,,9,,.318,.381,.420,.802,109,37,,0,3,,,2,steven01
728,Lefty Stewart,28,SLB,AL,23,58,51,3,6,3,0,0,8,0,0,1,13,.118,.135,.176,.311,-22,9,,0,6,,0,1,stewale01
729,Stuffy Stewart,35,WSH,AL,22,7,6,10,0,0,0,0,0,0,1,1,0,.000,.143,.000,.143,-60,0,,0,0,,0,H/4,stewast01
730,Fred Stiely*,28,SLB,AL,1,3,3,1,2,1,0,0,0,0,0,0,0,.667,.667,1.000,1.667,318,3,,0,0,,0,/1,stielfr01
731,Lil Stoner,30,DET,AL,24,15,15,0,1,0,0,0,0,0,0,0,3,.067,.067,.067,.133,-66,1,,0,0,,0,1,stoneli01
732,Sam Streeter,28,HG,ANL,30,84,80,6,28,5,1,0,8,0,,0,,.350,.350,.438,.788,91,35,,0,4,,,1/9,streesa01
733,Ed Strelecki,24,SLB,AL,7,2,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/1,streled01
734,Jim Stroner,28,PIT,NL,6,9,8,0,3,1,0,0,0,0,0,1,0,.375,.444,.500,.944,131,4,,0,0,,0,/H5,stronji01
735,Joe Strong*,26,TOT,ANL,23,49,45,6,9,2,0,2,8,0,,4,,.200,.265,.378,.643,55,17,,0,0,,,1,stronjo02
736,George Susce,21,PHI,NL,17,19,17,5,5,3,0,1,1,0,0,1,2,.294,.368,.647,1.015,140,11,,1,0,,0,2/H,suscege01
737,Karl Swanson*,28,CHW,AL,2,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/H,swanska01
738,Les Sweetland,27,PHI,NL,53,94,89,14,26,2,0,0,12,0,0,3,18,.292,.323,.315,.637,55,28,,1,1,,0,1H,sweetle01
739,Steve Swetonic,25,PIT,NL,42,52,48,11,13,3,1,0,2,0,0,2,6,.271,.314,.375,.689,68,18,,1,1,,0,1/H,swetost01
740,Doug Taitt*,26,TOT,AL,73,211,189,17,39,11,0,0,18,0,1,16,18,.206,.272,.265,.536,40,50,,1,4,,1,9H7,taittdo01
741,Candy Jim Taylor,45,SLS,NNL,4,8,8,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/15,tayloca02
742,Danny Taylor,28,CHC,NL,2,4,3,0,0,0,0,0,0,0,0,1,1,.000,.250,.000,.250,-32,0,,0,0,,0,/H9,tayloda01
743,Zack Taylor,30,TOT,NL,98,352,316,37,84,23,3,1,41,0,0,26,27,.266,.326,.367,.693,72,116,,2,8,,1,2/H,tayloza02
744,Jim Tennant,22,NYG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,tennaji01
745,Herb Thomas?,19,NLG,ANL,14,20,17,1,1,0,0,0,2,0,,1,,.059,.111,.059,.170,-58,1,,0,2,,,1/9,thomahe02
746,L. Thomas?,--,BBB,NNL,9,28,25,1,2,0,0,0,0,0,,2,,.080,.148,.080,.228,-39,2,,0,1,,,/27,thomal04
747,Myles Thomas,31,TOT,AL,27,58,55,6,15,1,0,0,4,0,0,2,6,.273,.298,.291,.589,52,16,,0,1,,0,1,thomamy01
748,Tommy Thomas,29,CHW,AL,37,104,98,9,25,4,0,0,10,0,0,5,14,.255,.291,.296,.587,53,29,,0,1,,0,1/H,thomato02
749,Charles Tolson,30,CHC,NL,32,123,109,13,28,5,0,1,19,0,1,9,16,.257,.325,.330,.655,63,36,,2,3,,0,3/H,tolsoch01
750,Clay Touchstone,26,BSN,NL,1,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,408,1,,0,0,,0,/1,touchcl01
751,Ted Trent,25,SLS,NNL,27,60,55,4,4,1,1,0,1,0,,1,,.073,.089,.127,.217,-44,7,,0,4,,,1,trentte01
752,Steel Arm Tyler?,23,DS,NNL,18,35,33,1,5,0,0,1,1,0,,0,,.152,.152,.242,.394,1,8,,0,2,,,1/9,tylerst01
753,George Uhle,30,DET,AL,40,116,108,18,37,1,1,0,13,0,0,6,6,.343,.377,.370,.748,93,40,,0,2,,0,1/H,uhlege01
754,Dazzy Vance,38,BRO,NL,31,82,74,4,10,3,0,0,1,0,0,5,21,.135,.200,.176,.376,-5,13,,1,2,,0,1,vanceda01
755,Elam Vangilder,33,DET,AL,6,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,vangiel01
756,Pat Veltman,23,NYG,NL,2,3,1,1,0,0,0,0,0,0,0,2,0,.000,.667,.000,.667,81,0,,0,0,,0,/2H,veltmpa01
757,Johnnie Vivens?,33,SLS,NNL,1,3,2,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,1,,,/1,vivenjo01
758,Phil Voyles*,29,BSN,NL,20,79,68,9,16,0,2,0,14,0,1,6,8,.235,.297,.294,.591,50,20,,0,5,,0,8/H,voyleph01
759,Rube Walberg*,32,PHA,AL,40,112,103,11,23,2,0,1,11,0,0,3,17,.223,.245,.272,.517,31,28,,0,6,,0,1,walberu01
760,Ed Walsh,24,CHW,AL,25,48,43,5,10,2,1,0,6,0,0,3,9,.233,.298,.326,.623,62,14,,1,1,,0,1/H,walshed02
761,Jasper Washington,32,HG,ANL,42,166,150,19,53,9,2,1,36,0,,8,,.353,.398,.460,.858,108,69,,3,5,,,3/5,washija01
762,Bob Weiland*,23,CHW,AL,15,21,18,0,2,0,0,0,0,0,0,2,10,.111,.200,.111,.311,-17,2,,0,1,,0,1,weilabo01
763,Ed Wells*,29,NYY,AL,31,84,74,8,17,0,0,0,7,0,0,6,8,.230,.296,.230,.526,41,17,,1,3,,0,1,wellsed01
764,Julie Wera,27,NYY,AL,5,14,12,1,5,0,0,0,2,0,0,1,1,.417,.462,.417,.878,133,5,,0,1,,0,/5H,weraju01
765,Johnny Werts,31,BSN,NL,4,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,408,1,,0,0,,0,/1,wertsjo01
766,Max West,24,BRO,NL,5,10,8,1,2,1,0,0,1,0,0,1,0,.250,.333,.375,.708,77,3,,0,1,,0,/H87,westma01
767,Al Weston,23,BSN,NL,3,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,,0,0,,0,/H,westoal01
768,Earl Whitehill*,30,DET,AL,38,100,90,10,23,2,0,3,11,0,0,6,17,.256,.302,.378,.680,74,34,,0,4,,0,1,whiteea01
769,Bobby Williams,33,AC,ANL,14,45,37,5,7,1,0,0,3,0,,5,,.189,.286,.216,.502,24,8,,0,3,,,/654,willibo02
770,Cy Williams*,41,PHI,NL,66,89,65,11,19,2,0,5,21,0,2,22,9,.292,.471,.554,1.025,147,36,,0,2,,1,H/879,willicy01
771,Elbert Williams?,21,HG,ANL,2,2,2,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,williel01
772,Joe Williams,43,HG,ANL,19,55,53,5,6,1,0,0,3,0,,2,,.113,.145,.132,.278,-32,7,,0,0,,,1,willijo99
773,Lefty Williams*,34,HG,ANL,19,49,40,6,7,1,0,0,3,0,,4,,.175,.267,.200,.467,15,8,,1,4,,,1/9,willile06
774,Claude Willoughby,30,PHI,NL,49,98,91,6,13,1,0,0,5,0,0,6,25,.143,.196,.154,.350,-14,14,,0,1,,0,1,willocl01
775,Hubert Wilson?,26,KCM,NNL,11,25,21,6,4,2,0,0,3,0,,1,,.190,.227,.286,.513,33,6,,0,3,,,1,wilsohu01
776,Bill Windle*,24,PIT,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/3H,windlbi01
777,Ed Wineapple*,23,WSH,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/1,wineaed01
778,Ivey Wingo*,38,CIN,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/2,wingoiv01
779,Larry Woodall,34,DET,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/H,woodala01
780,Glenn Wright,28,BRO,NL,24,30,25,4,5,0,0,1,6,0,0,3,6,.200,.286,.320,.606,51,8,,0,2,,0,H/6,wrighgl01
781,Whit Wyatt,21,DET,AL,4,10,10,0,1,0,0,0,0,0,0,0,1,.100,.100,.100,.200,-48,1,,0,0,,0,/1,wyattwh01
782,Willie Wyatt?,--,DS,NNL,1,2,2,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/2,wyattwi01
783,Emil Yde#,29,DET,AL,46,52,48,8,16,1,1,0,3,0,0,3,6,.333,.373,.396,.768,98,19,,0,1,,0,1H/8,ydeem01
784,Carroll Yerkes,26,PHA,AL,19,11,10,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,,0,0,,0,1,yerkeca01
785,Tom Zachary*,33,NYY,AL,26,49,42,3,10,1,0,0,5,0,0,1,8,.238,.273,.262,.535,42,11,,1,5,,0,1,zachato01
786,Paul Zahniser,32,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,zahnipa01
787,Jimmy Zinn*,34,CLE,AL,20,51,42,7,16,4,1,1,8,0,0,4,2,.381,.447,.595,1.042,163,25,,1,3,,0,1/H,zinnji01
